Converting /ct12/abrammer/graphics/ecmf_tc_data/data/A_JSXX01ECEP141200_C_ECMP_20170714120000_tropical_cyclone_track_FERNANDA_-118p3degW_11degN_bufr4.bin
         2294559 function calls (2265619 primitive calls) in 5.160 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      364    0.003    0.000    0.022    0.000 frame.py:2593(_sanitize_column)
      364    0.001    0.000    0.006    0.000 frame.py:2613(reindexer)
       52    0.000    0.000    0.028    0.001 frame.py:2807(align)
       57    0.000    0.000    0.020    0.000 frame.py:2823(reindex_axis)
      104    0.001    0.000    0.028    0.000 frame.py:2836(fillna)
        1    0.000    0.000    0.000    0.000 frame.py:35(SparseDataFrame)
        1    0.000    0.000    0.003    0.003 frame.py:4(<module>)
      104    0.001    0.000    0.018    0.000 frame.py:404(_init_ndarray)
      104    0.000    0.000    0.000    0.000 frame.py:421(_get_axes)
      416    0.000    0.000    0.000    0.000 frame.py:476(axes)
      104    0.000    0.000    0.002    0.000 frame.py:484(shape)
       52    0.000    0.000    0.078    0.002 frame.py:5391(_arrays_to_mgr)
      104    0.000    0.000    0.000    0.000 frame.py:5463(_prep_ndarray)
       52    0.001    0.000    0.068    0.001 frame.py:5497(_to_arrays)
       52    0.001    0.000    0.067    0.001 frame.py:5635(_list_of_dict_to_arrays)
     2184    0.002    0.000    0.002    0.000 frame.py:5637(<genexpr>)
     2184    0.001    0.000    0.001    0.000 frame.py:5638(<genexpr>)
       52    0.001    0.000    0.001    0.000 frame.py:5643(<listcomp>)
       52    0.000    0.000    0.057    0.001 frame.py:5650(_convert_object_array)
     1144    0.003    0.000    0.056    0.000 frame.py:5660(convert)
       52    0.001    0.000    0.057    0.001 frame.py:5666(<listcomp>)
       52    0.002    0.000    0.023    0.000 frame.py:5689(_homogenize)
     2184    0.012    0.000    0.376    0.000 frame.py:654(iterrows)
      520    0.001    0.000    0.002    0.000 frame.py:769(__len__)
        1    0.000    0.000    0.007    0.007 frequencies.py:1(<module>)
        8    0.000    0.000    0.000    0.000 frequencies.py:1147(<genexpr>)
        1    0.000    0.000    0.000    0.000 frequencies.py:26(FreqGroup)
        1    0.000    0.000    0.000    0.000 frequencies.py:49(Resolution)
        1    0.000    0.000    0.000    0.000 frequencies.py:68(<listcomp>)
        1    0.000    0.000    0.000    0.000 frequencies.py:735(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 frequencies.py:964(_TimedeltaFrequencyInferer)
      104    0.000    0.000    0.001    0.000 fromnumeric.py:1364(ravel)
       52    0.000    0.000    0.001    0.000 fromnumeric.py:1817(product)
     2336    0.004    0.000    0.025    0.000 fromnumeric.py:1866(any)
       52    0.000    0.000    0.001    0.000 fromnumeric.py:1953(all)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:2388(prod)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:55(_wrapfunc)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:826(argsort)
        1    0.000    0.000    0.002    0.002 function.py:19(<module>)
       52    0.000    0.000    0.001    0.000 function.py:250(validate_transpose_for_generic)
        1    0.000    0.000    0.000    0.000 function.py:29(CompatValidator)
       21    0.000    0.000    0.000    0.000 function.py:30(__init__)
      416    0.001    0.000    0.005    0.000 function.py:37(__call__)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
      188    0.001    0.000    0.003    0.000 function_base.py:1771(interp)
      107    0.000    0.000    0.000    0.000 function_base.py:212(iterable)
        1    0.000    0.000    0.000    0.000 function_base.py:2364(vectorize)
        3    0.000    0.000    0.000    0.000 function_base.py:2516(__init__)
      273    0.001    0.000    0.003    0.000 function_base.py:4361(add_newdoc)
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
      137    0.001    0.000    0.001    0.000 functools.py:44(update_wrapper)
        6    0.000    0.000    0.000    0.000 functools.py:449(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:480(decorating_function)
      131    0.000    0.000    0.000    0.000 functools.py:74(wraps)
        1    0.000    0.000    0.021    0.021 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gbq.py:104(InvalidPageToken)
        1    0.000    0.000    0.000    0.000 gbq.py:112(InvalidSchema)
        1    0.000    0.000    0.000    0.000 gbq.py:121(NotFoundException)
        1    0.000    0.000    0.000    0.000 gbq.py:129(StreamingInsertError)
        1    0.000    0.000    0.000    0.000 gbq.py:137(TableCreationError)
        1    0.000    0.000    0.000    0.000 gbq.py:144(GbqConnector)
        1    0.000    0.000    0.000    0.000 gbq.py:67(InvalidPrivateKeyFormat)
        1    0.000    0.000    0.000    0.000 gbq.py:74(AccessDenied)
        1    0.000    0.000    0.000    0.000 gbq.py:81(DatasetCreationError)
        1    0.000    0.000    0.000    0.000 gbq.py:873(_Table)
        1    0.000    0.000    0.000    0.000 gbq.py:88(GenericGBQException)
        1    0.000    0.000    0.000    0.000 gbq.py:95(InvalidColumnOrder)
        1    0.000    0.000    0.000    0.000 gbq.py:976(_Dataset)
        1    0.000    0.000    0.001    0.001 generic.py:1(<module>)
     4196    0.013    0.000    0.013    0.000 generic.py:114(__init__)
      156    0.000    0.000    0.005    0.000 generic.py:131(_validate_dtype)
        5    0.000    0.000    0.000    0.000 generic.py:1340(_create_indexer)
      260    0.001    0.000    0.002    0.000 generic.py:1348(_indexer)
     2880    0.005    0.000    0.062    0.000 generic.py:1381(_get_item_cache)
      570    0.001    0.000    0.003    0.000 generic.py:1395(_set_as_cached)
      629    0.001    0.000    0.001    0.000 generic.py:144(_init_mgr)
      104    0.000    0.000    0.001    0.000 generic.py:1443(_maybe_update_cacher)
      468    0.001    0.000    0.001    0.000 generic.py:1477(_clear_item_cache)
      364    0.002    0.000    0.038    0.000 generic.py:1499(_set_item)
      156    0.001    0.000    0.001    0.000 generic.py:1503(_set_is_copy)
      468    0.002    0.000    1.369    0.003 generic.py:1533(_check_setitem_copy)
      156    0.003    0.000    0.111    0.001 generic.py:1650(take)
        4    0.000    0.000    0.000    0.000 generic.py:199(_setup_axes)
        1    0.000    0.000    0.016    0.016 generic.py:2(<module>)
       14    0.000    0.000    0.000    0.000 generic.py:218(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:221(<genexpr>)
       57    0.000    0.000    0.020    0.000 generic.py:2337(reindex_axis)
      161    0.002    0.000    0.037    0.000 generic.py:2350(_reindex_with_indexers)
       10    0.000    0.000    0.000    0.000 generic.py:243(set_axis)
       52    0.000    0.000    0.001    0.000 generic.py:260(_construct_axes_dict)
       52    0.000    0.000    0.001    0.000 generic.py:262(<listcomp>)
       52    0.000    0.000    0.000    0.000 generic.py:266(_construct_axes_dict_from)
       52    0.000    0.000    0.000    0.000 generic.py:269(<listcomp>)
      941    0.001    0.000    0.002    0.000 generic.py:2713(__finalize__)
     3827    0.010    0.000    0.010    0.000 generic.py:2730(__getattr__)
     5653    0.024    0.000    0.052    0.000 generic.py:2746(__setattr__)
      790    0.002    0.000    0.006    0.000 generic.py:2785(_protect_consolidate)
      634    0.001    0.000    0.006    0.000 generic.py:2795(_consolidate_inplace)
      634    0.002    0.000    0.004    0.000 generic.py:2798(f)
       52    0.001    0.000    0.001    0.000 generic.py:280(_construct_axes_from_arguments)
      156    0.000    0.000    0.001    0.000 generic.py:2825(_is_mixed_type)
      156    0.000    0.000    0.001    0.000 generic.py:2827(<lambda>)
      213    0.001    0.000    0.029    0.000 generic.py:2868(as_matrix)
      161    0.000    0.000    0.027    0.000 generic.py:2910(values)
       52    0.000    0.000    0.002    0.000 generic.py:2938(get_values)
       52    0.001    0.000    0.010    0.000 generic.py:3007(astype)
      104    0.001    0.000    0.011    0.000 generic.py:3057(copy)
       52    0.000    0.000    0.000    0.000 generic.py:312(<listcomp>)
      104    0.002    0.000    0.027    0.000 generic.py:3200(fillna)
      785    0.001    0.000    0.002    0.000 generic.py:327(_get_axis_number)
       52    0.000    0.000    0.018    0.000 generic.py:3304(bfill)
     1778    0.003    0.000    0.004    0.000 generic.py:340(_get_axis_name)
     1617    0.002    0.000    0.006    0.000 generic.py:353(_get_axis)
      473    0.001    0.000    0.002    0.000 generic.py:357(_get_block_manager_axis)
       52    0.002    0.000    0.119    0.002 generic.py:3637(interpolate)
       52    0.000    0.000    0.029    0.001 generic.py:3821(notnull)
      728    0.001    0.000    0.001    0.000 generic.py:421(ndim)
       52    0.000    0.000    0.028    0.001 generic.py:4379(align)
       52    0.001    0.000    0.027    0.001 generic.py:4423(_align_frame)
       52    0.001    0.000    0.088    0.002 generic.py:4547(_where)
       52    0.001    0.000    0.017    0.000 generic.py:471(transpose)
       52    0.000    0.000    0.000    0.000 generic.py:477(<listcomp>)
       52    0.000    0.000    0.000    0.000 generic.py:479(<listcomp>)
       52    0.000    0.000    0.088    0.002 generic.py:4806(where)
       52    0.000    0.000    0.000    0.000 generic.py:486(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:53(_ABCGeneric)
        4    0.000    0.000    0.004    0.001 generic.py:5347(_add_numeric_operations)
       52    0.000    0.000    0.000    0.000 generic.py:54(__instancecheck__)
        1    0.000    0.000    0.000    0.000 generic.py:5469(_add_series_only_operations)
        2    0.000    0.000    0.007    0.004 generic.py:5489(_add_series_or_dataframe_operations)
        5    0.000    0.000    0.000    0.000 generic.py:5528(_doc_parms)
        5    0.000    0.000    0.000    0.000 generic.py:5530(<listcomp>)
       33    0.000    0.000    0.002    0.000 generic.py:5617(_make_stat_function)
       12    0.000    0.000    0.001    0.000 generic.py:5637(_make_stat_function_ddof)
       16    0.000    0.000    0.001    0.000 generic.py:5657(_make_cum_function)
        8    0.000    0.000    0.000    0.000 generic.py:5692(_make_logical_function)
       17    0.001    0.000    0.001    0.000 generic.py:6(create_pandas_abc_type)
    48801    0.030    0.000    0.078    0.000 generic.py:7(_check)
       52    0.000    0.000    0.014    0.000 generic.py:805(__invert__)
        1    0.000    0.000    0.002    0.002 generic.py:94(NDFrame)
       52    0.000    0.000    0.011    0.000 generic.py:949(__array_wrap__)
        7    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        4    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.005    0.005 getlimits.py:129(_init)
       12    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        2    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:151(<lambda>)
        6    0.000    0.000    0.000    0.000 getlimits.py:152(<lambda>)
        5    0.000    0.000    0.000    0.000 getlimits.py:153(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:198(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
       29    0.000    0.000    0.000    0.000 getlimits.py:250(__init__)
        9    0.000    0.000    0.000    0.000 getlimits.py:261(min)
       18    0.000    0.000    0.000    0.000 getlimits.py:275(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.005    0.005 getlimits.py:96(__new__)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.218    0.218 groupby.py:1(<module>)
        6    0.000    0.000    0.000    0.000 groupby.py:103(_groupby_function)
        1    0.000    0.000    0.000    0.000 groupby.py:1532(BaseGrouper)
        1    0.000    0.000    0.000    0.000 groupby.py:156(Grouper)
        1    0.000    0.000    0.000    0.000 groupby.py:2045(BinGrouper)
        1    0.000    0.000    0.000    0.000 groupby.py:2158(Grouping)
       45    0.000    0.000    0.001    0.000 groupby.py:2518(_whitelist_method_generator)
        1    0.000    0.000    0.002    0.002 groupby.py:2579(SeriesGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3106(NDFrameGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:315(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:337(_GroupBy)
        1    0.000    0.000    0.002    0.002 groupby.py:3691(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3895(PanelGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3985(NDArrayGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3993(DataSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4039(ArraySplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4043(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4049(FrameSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4074(NDFrameSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4335(_KeyMapper)
        1    0.000    0.000    0.001    0.001 groupby.py:922(GroupBy)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
       14    0.000    0.000    0.002    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.005    0.005 hashlib.py:54(<module>)
        8    0.000    0.000    0.002    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.007    0.007 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 helper.py:230(_FFTCache)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
      104    0.000    0.000    0.000    0.000 hex_codec.py:17(hex_decode)
        1    0.000    0.000    0.000    0.000 hex_codec.py:21(Codec)
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:32(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:37(StreamWriter)
